10	97.217078767623	98.387338734625	99.5575987016271
15	95.6177374307039	97.536720139589	99.455702848474
20	94.960649105656	96.9858891576363	99.0111292096166
25	92.7386600867987	96.4070236812971	100.075387275795
30	89.2266056913545	94.5873519131707	99.9480981349868
35	92.2522383792208	95.6387180108149	99.025197642409
40	83.1022720919685	90.8517579141221	98.6012437362757
45	79.6955039004674	88.14236114141	96.5892183823526
50	88.3797390680038	93.6280568281664	98.8763745883291
55	90.090796202647	94.6974116975196	99.3040271923921
60	84.9962460437573	91.8066780396398	98.6171100355222
65	87.6163054211019	93.1904870520409	98.7646686829799
70	90.6170364782093	94.5389546350595	98.4608727919096
75	87.4128196830319	92.8052533388881	98.1976869947443
80	88.2973548635213	93.8976303942133	99.4979059249054
85	76.466076192691	84.8264633367423	93.1868504807936
90	69.3829672301175	81.4711935385567	93.559419846996
95	83.4886943040154	91.6211484585469	99.7536026130785
100	87.4926837331624	93.124166615397	98.7556494976317
