10	94.0359671339779	97.2309144822687	100.425861830559
15	93.7174048632439	97.5259774126669	101.33454996209
20	94.7234362803314	98.0236728554502	101.323909430569
25	89.3165174521804	94.0216994296038	98.7268814070272
30	92.8411946116948	95.8628021090674	98.8844096064401
35	87.9832994206435	95.2988779889151	102.614456557187
40	87.6208881630157	93.920129325655	100.219370488294
45	88.5275752270573	93.5232869844158	98.5189987417743
50	81.9063545280595	88.7574736209426	95.6085927138257
55	80.9451035283691	92.2528827985392	103.560662068709
60	84.0196897577977	94.223834024769	104.42797829174
65	75.4172538692456	86.8997250591915	98.3821962491374
70	80.7023895951356	89.7819976961122	98.8616057970887
75	76.7369697963728	90.6038727100832	104.470775623794
80	61.628424337272	79.6937264406788	97.7590285440857
85	65.720131756501	84.1348045775629	102.549477398625
90	65.1663554231421	80.6810171167164	96.1956788102907
95	77.0171284733701	87.9478090405628	98.8784896077555
100	71.517229807093	86.5959301168521	101.674630426611
